Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
India,IND,111323333,0.259408307,2 female,35,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,(dk),no,no,no,no,no,(dk),(dk),no,,,,,,,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,2 somewhat possible,7 (dk),no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,113616104,0.474166641,2 female,45,completed primary or less,3 middle 20%,no,no,no,no,,,(dk),,(dk),(dk),no,(dk),(dk),(dk),(ref),(dk),(dk),,,,,,,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no,3 not very possible,6 some other source,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,(dk),,,,,,no,,,,yes,yes
India,IND,191405047,0.259408307,2 female,40,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,yes,no,no,(dk),no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,198849368,0.503148556,2 female,16,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,(dk),,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,3 not very possible,8 (refused),no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,yes,no,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from the government.",no,,,,yes,no
India,IND,179805560,0.42449791,1 male,45,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,no,yes,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,(dk),yes,no,no,yes,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,(dk),,,,yes,no,no,yes,no,3 (dk),4 (dk),no,,,,,,no,,,,no,yes
India,IND,161117317,0.747975965,1 male,57,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,(dk),yes,(dk),no,yes,no,yes,(dk),,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,4 a credit card or borrowing from a formal financial institution,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,180857346,0.290294262,1 male,35,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,yes,yes,(dk),(dk),(dk),,,,,,,no,no,no,no,no,no,no,no,no,no,no,(dk),(dk),yes,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,206914607,0.222798271,2 female,65,completed primary or less,2 second 20%,no,no,no,no,,,no,,(dk),(dk),yes,(dk),(dk),yes,yes,(dk),(dk),,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",(dk),,,,,(dk),,,,,(dk),,,,(dk),,,,(dk),,,,,,,(dk),,,,,,no,,,,no,no
India,IND,197349528,2.863781941,2 female,20,secondary,2 second 20%,no,no,no,no,,,no,,yes,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,(dk),no,4 not at all possible,,yes,yes,no,no,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,114780553,0.222798271,2 female,65,completed primary or less,1 poorest 20%,yes,yes,no,yes,(dk),no,(dk),,,,,,,,,,,(dk),,(dk),,2 you get it over the counter in a branch of your financial institution,no,(ref),(dk),no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",(dk),,,,,(dk),,,,,no,,,,(dk),,,,(dk),,,,,,,no,,,,,,no,,,,no,no
India,IND,150584090,3.43653833,2 female,20,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,(dk),,,,no,no
India,IND,205035645,0.212248955,1 male,46,completed primary or less,4 fourth 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from an employer.",no,,,,,,no,,,,yes,yes
India,IND,200485460,1.174462215,2 female,45,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,204726049,0.613564855,2 female,36,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",yes,yes,no,no,no,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,159379911,1.606319531,2 female,36,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,198900699,2.408393122,2 female,17,secondary,2 second 20%,yes,yes,yes,no,,,no,,no,no,yes,yes,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,yes,yes,no,no
India,IND,155744920,0.686617784,1 male,35,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,152286671,0.448608589,2 female,47,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,4 you get it some other way,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,7 (dk),no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,176926465,1.545041702,1 male,26,secondary,3 middle 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,192209259,1.678343588,1 male,36,secondary,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,2 three or more times per month,no,,4 you get it some other way,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,yes,yes,no,no,no,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,188902193,0.460173641,2 female,42,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,177180105,0.448608589,2 female,48,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
India,IND,155989691,1.518495954,2 female,45,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,no,no,no,yes,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,(dk),4 not at all possible,,no,,,,,no,,,,,yes,yes,yes,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,yes,no,no,no
India,IND,177982486,2.000870033,2 female,40,secondary,1 poorest 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,8 (refused),no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,181988251,0.975208371,1 male,70,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,(dk),no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,202328532,0.3485803,2 female,80,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,no,no,no,,,,,,,no,(ref),no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,(dk),,,,,,no,,,,no,no
India,IND,116627600,0.780166697,1 male,60,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,no,no,no,yes,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,yes,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,203342428,3.008408404,1 male,17,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,yes,no,no,no,no,,,,,,,no,no,no,no,(dk),(dk),no,no,no,no,no,no,no,(dk),2 somewhat possible,7 (dk),no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,129398793,1.950584305,2 female,45,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,3 you get it from a [insert local terminology for bank agent] who works at a store or comes to your home,no,no,(dk),no,no,no,yes,no,no,no,no,no,yes,yes,yes,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,yes,no,no,no,,,no,,,,yes,yes
India,IND,179306650,0.944644718,2 female,22,completed tertiary or more,1 poorest 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,no,no,no,,,,,,,no,(dk),(dk),(dk),(dk),no,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,206614091,1.406724375,2 female,25,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,6 (dk),yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,193280956,0.390083349,1 male,70,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,yes,no,no,no,no,no,,,,,,,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,no,2 somewhat possible,7 (dk),no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,143959130,1.362544612,1 male,38,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,2 somewhat possible,4 a credit card or borrowing from a formal financial institution,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,190391344,0.59348809,2 female,53,completed primary or less,2 second 20%,yes,yes,yes,no,,,no,,,,,,,,,,,no,,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,2 somewhat possible,4 a credit card or borrowing from a formal financial institution,no,,,,,yes,yes,yes,yes,yes,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,yes,yes,no,yes
India,IND,149276715,0.830188272,1 male,48,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,2 somewhat possible,4 a credit card or borrowing from a formal financial institution,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,yes,no,no,yes
India,IND,129218480,0.454181537,1 male,40,completed primary or less,2 second 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,138044731,1.0457409,2 female,65,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,(dk),(dk),no,no,no,(dk),no,2 somewhat possible,4 a credit card or borrowing from a formal financial institution,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,(dk),no,no
India,IND,146403198,3.567503943,2 female,60,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,130340327,1.362544612,1 male,35,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,(dk),no,yes,yes,yes,yes,no,2 somewhat possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,112485375,0.830188272,1 male,53,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,1 very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,197693633,0.6971606,2 female,65,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,yes,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,3 not very possible,4 a credit card or borrowing from a formal financial institution,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,185905938,3.036991909,2 female,50,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,1 very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,135905838,4.052691338,1 male,18,secondary,2 second 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,163371055,4.052691338,2 female,25,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,yes,no,no,no,yes,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,7 (dk),no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,133612717,0.846492567,1 male,18,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,187821679,0.242536749,1 male,37,secondary,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,4 a credit card or borrowing from a formal financial institution,yes,yes,no,no,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,165112474,2.474370894,2 female,60,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,205150527,0.360741814,1 male,56,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,128875938,1.260716178,2 female,20,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,189447830,0.80590142,2 female,85,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,(dk),no,no,no,no,no,no,,,,,,,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,120630720,3.691969527,1 male,60,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,173415807,0.483540852,2 female,70,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,4 a credit card or borrowing from a formal financial institution,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,yes,yes,no,no,,,no,,,,no,no
India,IND,197603363,0.721483629,1 male,55,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,yes,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,153189705,0.564328378,1 male,24,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,195203139,0.716279763,1 male,40,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,yes,yes,yes,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,7 (dk),no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,157867848,3.841276763,2 female,35,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,111593109,1.649580596,2 female,70,completed primary or less,2 second 20%,no,no,no,no,,,no,,(dk),(dk),no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,(dk),no,no,(dk),no,no,no,no,no,3 not very possible,7 (dk),no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,141161832,1.845984763,1 male,60,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,152513251,0.473882426,2 female,75,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,yes,no,(dk),no,no,no,(dk),4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,197526706,2.070677792,1 male,40,secondary,2 second 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,119877655,1.425212257,2 female,30,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,139686920,1.845984763,1 male,65,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,yes,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,198836086,2.507086124,2 female,33,secondary,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,156344130,2.994202938,2 female,55,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,119021330,3.550978769,1 male,45,secondary,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,2 three or more times per month,no,,3 you get it from a [insert local terminology for bank agent] who works at a store or comes to your home,no,(dk),yes,no,no,no,no,no,no,(dk),no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,134458689,0.998816561,2 female,33,secondary,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,131731284,0.486809388,2 female,52,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,(dk),no,no,yes,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,(dk),,,,,,yes,no,(dk),no,no,yes
India,IND,169225436,0.830912684,1 male,61,completed tertiary or more,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,171391419,4.052691338,1 male,17,secondary,3 middle 20%,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,,no,,no,,4 you get it some other way,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,yes,no,no,yes,no,3 (dk),4 (dk),no,,,,,,no,,,,yes,yes
India,IND,182262284,2.235477501,1 male,25,completed tertiary or more,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
